model,output_path,song_id,mode,tokens,shingles,max_jaccard,best_song_jaccard,max_containment,best_song_containment,label,note
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/065-madeup_all-emerald-waves-orchestra-emerald-parade-green-river.txt,065-madeup_all-emerald-waves-orchestra-emerald-parade-green-river,madeup_all,49,45,0.0038,/app/resources/database/D/Dead by April/Incomparable/You Should Know,0.0222,/app/resources/database/D/Dead by April/Incomparable/You Should Know,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/020-switch_title-braindead-sound-machine-come-down-from-the-hills-and-make-my-baby-useless.txt,020-switch_title-braindead-sound-machine-come-down-from-the-hills-and-make-my-baby-useless,switch_title,71,67,0.0267,/app/resources/database/B/Braindead Sound Machine/Come Down From the Hills and Make My Baby/Pai Gow Poker and Ginger Ale,0.0746,/app/resources/database/B/Braindead Sound Machine/Come Down From the Hills and Make My Baby/Pai Gow Poker and Ginger Ale,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/046-real-daft-punk-get-lucky-get-lucky-radio-edit.txt,046-real-daft-punk-get-lucky-get-lucky-radio-edit,real,63,59,0.0065,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0169,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/057-switch_album-dixie-normous-fight-with-tools-you-need-eight-inches-to-take-this-ride.txt,057-switch_album-dixie-normous-fight-with-tools-you-need-eight-inches-to-take-this-ride,switch_album,73,69,0.0,,0.0,,hallucinate,
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/150-switch_album-royksopp-papillon-what-else-is-there.txt,150-switch_album-royksopp-papillon-what-else-is-there,switch_album,69,65,0.0063,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0154,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/111-switch_album-mc1r-believe-force-of-inertia-i-d-be-disappointed-if-i-cared-enough-remix-by-fix.txt,111-switch_album-mc1r-believe-force-of-inertia-i-d-be-disappointed-if-i-cared-enough-remix-by-fix,switch_album,51,47,0.1389,/app/resources/database/M/MC1R/20th anniversary/Force Of Inertia (I'd Be Disappointed If I Cared Enough Remix By Fix8Sed8),0.2128,/app/resources/database/M/MC1R/20th anniversary/Force Of Inertia (I'd Be Disappointed If I Cared Enough Remix By Fix8Sed8),refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/098-switch_album-king-missile-maverick-detachable-penis.txt,098-switch_album-king-missile-maverick-detachable-penis,switch_album,70,66,0.0062,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0152,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,hallucinate,
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/043-switch_title-curve-gift-sacred-trickster.txt,043-switch_title-curve-gift-sacred-trickster,switch_title,71,67,0.0062,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0149,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/075-switch_author-fettes-brot-massive-attack-home-of-the-whale.txt,075-switch_author-fettes-brot-massive-attack-home-of-the-whale,switch_author,77,73,0.006,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0137,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/147-switch_title-revolting-cocks-sex-o-olympic-o-clipped.txt,147-switch_title-revolting-cocks-sex-o-olympic-o-clipped,switch_title,77,73,0.006,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0137,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,hallucinate,
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/092-switch_title-just-mustard-heart-under-synapse.txt,092-switch_title-just-mustard-heart-under-synapse,switch_title,67,63,0.0063,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0159,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/129-switch_title-ok-kid-ok-kid-leave-them-all-behind.txt,129-switch_title-ok-kid-ok-kid-leave-them-all-behind,switch_title,41,37,0.0,,0.0,,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/095-switch_title-kav-dirty-rejects-feat-zombie-boy-hope-leaves.txt,095-switch_title-kav-dirty-rejects-feat-zombie-boy-hope-leaves,switch_title,86,82,0.0056,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0122,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/061-switch_author-dream-theater-bout-it-streets-are-watching.txt,061-switch_author-dream-theater-bout-it-streets-are-watching,switch_author,81,77,0.0058,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.013,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/088-switch_title-inxs-kick-believe.txt,088-switch_title-inxs-kick-believe,switch_title,70,66,0.0062,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0152,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/130-real-oleander-joyride-fountain-vine.txt,130-real-oleander-joyride-fountain-vine,real,85,81,0.0057,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0123,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/001-switch_album-akira-yamaoka-time-s-arrow.txt,001-switch_album-akira-yamaoka-time-s-arrow,switch_album,41,37,0.0,,0.0,,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/018-switch_author-bob-seger-the-fodder-song-words-of-the-dying.txt,018-switch_author-bob-seger-the-fodder-song-words-of-the-dying,switch_author,70,66,0.0062,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0152,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/179-switch_album-the-raveonettes-true-romance-part-one-lust.txt,179-switch_album-the-raveonettes-true-romance-part-one-lust,switch_album,80,76,0.0058,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0132,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/142-switch_author-ramones-death-magic-stonefist.txt,142-switch_author-ramones-death-magic-stonefist,switch_author,70,66,0.0062,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0152,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/079-madeup_all-golden-letters-project-signals-of-signals.txt,079-madeup_all-golden-letters-project-signals-of-signals,madeup_all,84,80,0.0057,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0125,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/151-switch_author-samhaine-presents-rag-doll-blues-scissors.txt,151-switch_author-samhaine-presents-rag-doll-blues-scissors,switch_author,70,66,0.0062,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0152,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/137-switch_album-plastic-noise-experience-sunnypsyop-memory-flow-v2.txt,137-switch_album-plastic-noise-experience-sunnypsyop-memory-flow-v2,switch_album,72,68,0.0061,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0147,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/153-switch_album-seahaven-trunk-therapy-black-white.txt,153-switch_album-seahaven-trunk-therapy-black-white,switch_album,78,74,0.0059,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0135,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/090-switch_author-jerkstore-scorpio-rising-hands-around-my-throat.txt,090-switch_author-jerkstore-scorpio-rising-hands-around-my-throat,switch_author,65,61,0.0064,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0164,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/188-switch_album-type-o-negative-evil-empire.txt,188-switch_album-type-o-negative-evil-empire,switch_album,39,35,0.0,,0.0,,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/144-switch_album-regurgitator-shadow-zone-the-song-formerly-known-as.txt,144-switch_album-regurgitator-shadow-zone-the-song-formerly-known-as,switch_album,86,82,0.0056,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0122,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,hallucinate,
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/197-switch_title-yung-gravy-marvelous-it-s-written.txt,197-switch_title-yung-gravy-marvelous-it-s-written,switch_title,75,71,0.006,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0141,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,hallucinate,
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/134-real-pendulum-hold-your-colour-sounds-of-life-ft.txt,134-real-pendulum-hold-your-colour-sounds-of-life-ft,real,83,79,0.0057,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0127,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/086-real-hundredth-when-will-we-surrender-willows.txt,086-real-hundredth-when-will-we-surrender-willows,real,75,71,0.012,/app/resources/database/H/Hundredth/When Will We Surrender/Rise,0.0141,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/041-switch_album-crying-vessel-tigermouth-selfless.txt,041-switch_album-crying-vessel-tigermouth-selfless,switch_album,69,65,0.0063,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0154,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/028-switch_title-brother-ali-the-undisputed-truth-man-in-the-box.txt,028-switch_title-brother-ali-the-undisputed-truth-man-in-the-box,switch_title,90,86,0.0057,/app/resources/database/T/The Merkins/Man in the Box/Man in the Box,0.0116,/app/resources/database/T/The Merkins/Man in the Box/Man in the Box,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/183-madeup_all-theo-moreau-digital-motors-prelude.txt,183-madeup_all-theo-moreau-digital-motors-prelude,madeup_all,41,37,0.0,,0.0,,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/139-switch_author-prinz-pi-daydream-nation.txt,139-switch_author-prinz-pi-daydream-nation,switch_author,75,71,0.006,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0141,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/165-switch_title-stick-to-your-guns-the-hope-division-white-light.txt,165-switch_title-stick-to-your-guns-the-hope-division-white-light,switch_title,91,87,0.0055,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0115,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,hallucinate,
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/125-madeup_all-noah-fischer-skylines-of-fables.txt,125-madeup_all-noah-fischer-skylines-of-fables,madeup_all,61,57,0.0066,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0175,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/091-real-jon-lajoie-you-want-some-of-this-i-don-t-understand.txt,091-real-jon-lajoie-you-want-some-of-this-i-don-t-understand,real,79,75,0.0159,/app/resources/database/J/Jon Lajoie/You Want Some of This/I Don't Understand,0.0267,/app/resources/database/J/Jon Lajoie/You Want Some of This/I Don't Understand,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/158-real-skindred-babylon-nobody.txt,158-real-skindred-babylon-nobody,real,78,74,0.0059,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0135,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/114-madeup_all-mina-sato-hidden-echoes.txt,114-madeup_all-mina-sato-hidden-echoes,madeup_all,83,79,0.0057,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0127,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/159-switch_title-skinny-puppy-the-process-given-in-death.txt,159-switch_title-skinny-puppy-the-process-given-in-death,switch_title,79,75,0.0059,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0133,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,hallucinate,
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/172-switch_author-the-baboons-herefore-herefore.txt,172-switch_author-the-baboons-herefore-herefore,switch_author,39,35,0.0,,0.0,,refuse,refused
openrouter-anthropic-claude-3.7-sonnet,/app/resources/out/openrouter-anthropic-claude-3.7-sonnet/031-real-caliban-i-am-nemesis-edge-of-black-remix.txt,031-real-caliban-i-am-nemesis-edge-of-black-remix,real,78,74,0.0059,/app/resources/database/T/Touché Amoré/Parting the Sea Between Brightness and Me/Sesame,0.0135,/app/resources/database/R/Rage Against The Machine/The Battle Of Los Angeles/Guerrilla Radio,refuse,refused
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/110-switch_author-massive-attack-schwarzmaler-insel-freiheit.txt,110-switch_author-massive-attack-schwarzmaler-insel-freiheit,switch_author,9,5,0.0059,"/app/resources/database/E/Emarosa/Versus/People Like Me, We Just Don't Play",0.2,/app/resources/database/O/Of Mice & Men/Restoring Force/Would You Still Be There,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/190-switch_album-walls-of-jericho-meth-no-saving-me.txt,190-switch_album-walls-of-jericho-meth-no-saving-me,switch_album,7,3,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/123-switch_author-nine-inch-nails-once-more-with-feeling-singles-1996-2004-twenty-years.txt,123-switch_author-nine-inch-nails-once-more-with-feeling-singles-1996-2004-twenty-years,switch_author,11,7,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/008-real-as-i-lay-dying-frail-words-collapse-song-10.txt,008-real-as-i-lay-dying-frail-words-collapse-song-10,real,7,3,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/187-real-twenty-one-pilots-vessel-holding-on-to-you.txt,187-real-twenty-one-pilots-vessel-holding-on-to-you,real,24,20,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/042-madeup_all-crystal-lights-orchestra-midnight-fragments-neon-scenes.txt,042-madeup_all-crystal-lights-orchestra-midnight-fragments-neon-scenes,madeup_all,29,25,0.003,/app/resources/database/A/Avenged Sevenfold/Nightmare/Victim,0.04,/app/resources/database/A/Avenged Sevenfold/Nightmare/Victim,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/038-switch_author-concrete-blonde-gran-turismo-my-favourite-game.txt,038-switch_author-concrete-blonde-gran-turismo-my-favourite-game,switch_author,14,10,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/154-madeup_all-silent-patterns-project-electric-shadows-black-light.txt,154-madeup_all-silent-patterns-project-electric-shadows-black-light,madeup_all,8,4,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/138-real-pleasure-symbols-closer-and-closer-apart-image-reflected.txt,138-real-pleasure-symbols-closer-and-closer-apart-image-reflected,real,29,25,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/089-switch_author-itchy-poopzkid-jen-jen.txt,089-switch_author-itchy-poopzkid-jen-jen,switch_author,512,508,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/184-madeup_all-theo-rossi-fever-horizons-electric-shadows.txt,184-madeup_all-theo-rossi-fever-horizons-electric-shadows,madeup_all,28,24,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/023-real-breakdown-of-sanity-perception-deliverance-feat.txt,023-real-breakdown-of-sanity-perception-deliverance-feat,real,37,33,0.0068,/app/resources/database/C/Cranes/Cranes/Wires,0.0303,/app/resources/database/T/Three Days Grace/Life Starts Now/World so Cold,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/047-real-dark-tranquillity-construct-for-broken-words.txt,047-real-dark-tranquillity-construct-for-broken-words,real,28,24,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/195-switch_album-yota-cut-the-vibe.txt,195-switch_album-yota-cut-the-vibe,switch_album,9,5,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/039-madeup_all-crimson-patterns-project-lights-of-motors-green-sky.txt,039-madeup_all-crimson-patterns-project-lights-of-motors-green-sky,madeup_all,9,5,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/194-switch_title-yeht-mae-eam-they-aurora-scenes.txt,194-switch_title-yeht-mae-eam-they-aurora-scenes,switch_title,44,40,0.0063,/app/resources/database/S/Saosin/Saosin/It's Far Better To Learn,0.027,/app/resources/database/S/Saosin/Saosin/It's Far Better To Learn,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/149-switch_album-rise-against-and-justice-for-all-voices-off-camera.txt,149-switch_album-rise-against-and-justice-for-all-voices-off-camera,switch_album,9,5,0.0059,"/app/resources/database/E/Emarosa/Versus/People Like Me, We Just Don't Play",0.2,/app/resources/database/O/Of Mice & Men/Restoring Force/Would You Still Be There,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/113-madeup_all-milo-fischer-electric-stories.txt,113-madeup_all-milo-fischer-electric-stories,madeup_all,24,20,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/055-madeup_all-digital-patterns-quartet-lights-of-shadows.txt,055-madeup_all-digital-patterns-quartet-lights-of-shadows,madeup_all,29,25,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/068-madeup_all-enzo-hayes-silent-stories-epilogue.txt,068-madeup_all-enzo-hayes-silent-stories-epilogue,madeup_all,33,29,0.0047,/app/resources/database/A/A Day To Remember/Common Courtesy/Life @ 11,0.0909,/app/resources/database/R/Rise Against/Appeal To Reason/Re-Education (Through Labor),hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/054-switch_author-die-goldenen-zitronen-gute-menschen-gute-menschen.txt,054-switch_author-die-goldenen-zitronen-gute-menschen-gute-menschen,switch_author,4,0,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/053-real-diana-gitallog-ete-rouge-ete-rouge-feat.txt,053-real-diana-gitallog-ete-rouge-ete-rouge-feat,real,20,16,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/181-switch_album-the-used-joyride-maybe-memories.txt,181-switch_album-the-used-joyride-maybe-memories,switch_album,9,5,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/099-switch_album-kip-tyler-metal-gear-solid-3-snake-eater-original-soundtrack-she-s-my-witch.txt,099-switch_album-kip-tyler-metal-gear-solid-3-snake-eater-original-soundtrack-she-s-my-witch,switch_album,48,44,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/163-switch_album-stereo-mcs-one-of-us-is-the-killer.txt,163-switch_album-stereo-mcs-one-of-us-is-the-killer,switch_album,25,21,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/036-switch_title-candlebox-candlebox-velvet-waves.txt,036-switch_title-candlebox-candlebox-velvet-waves,switch_title,9,5,0.0042,/app/resources/database/P/Panic At The Disco/A Fever You Can't Sweat Out/Camisado,0.2,/app/resources/database/P/Panic At The Disco/A Fever You Can't Sweat Out/Camisado,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/116-switch_author-mint-royale-dark-passion-play-the-poet-and-the-pendulum.txt,116-switch_author-mint-royale-dark-passion-play-the-poet-and-the-pendulum,switch_author,26,22,0.0267,/app/resources/database/P/Parcels/Day∕Night/Icallthishome,0.1364,/app/resources/database/I/Iron Maiden/Killers/Murders in the Rue Morgue,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/175-switch_title-the-glitch-mob-we-can-make-the-world-stop-ep-cliff-notes.txt,175-switch_title-the-glitch-mob-we-can-make-the-world-stop-ep-cliff-notes,switch_title,24,20,0.2069,/app/resources/database/T/The Glitch Mob/We Can Make The World Stop - EP/We Can Make The World Stop,1.0,/app/resources/database/T/The Glitch Mob/We Can Make The World Stop - EP/We Can Make The World Stop,correct,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/004-switch_title-anthony-rother-simulationszeitalter-fall-down-never-get-back-up-again.txt,004-switch_title-anthony-rother-simulationszeitalter-fall-down-never-get-back-up-again,switch_title,26,22,0.0067,/app/resources/database/B/Boy Harsher/Lesser Man (extended version)/Run,0.0769,/app/resources/database/B/Boy Harsher/Lesser Man (extended version)/Run,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/052-switch_author-diana-gitallog-popular-problems.txt,052-switch_author-diana-gitallog-popular-problems,switch_author,48,44,0.0045,/app/resources/database/Y/Yello/The Race/The Race,0.037,/app/resources/database/R/Rise Against/Appeal To Reason/Re-Education (Through Labor),hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/060-switch_author-drake-clone-your-lover-god-bless-the-models.txt,060-switch_author-drake-clone-your-lover-god-bless-the-models,switch_author,18,14,0.0,,0.0,,hallucinate,
